"page_id","0_triple_id","0_post_A","0_post_B","1_triple_id","1_post_A","1_post_B","2_triple_id","2_post_A","2_post_B","3_triple_id","3_post_A","3_post_B","4_triple_id","4_post_A","4_post_B","5_triple_id","5_post_A","5_post_B","6_triple_id","6_post_A","6_post_B"
"595","2762","post_1","post_2","5420","post_0","post_1","675","post_1","post_2","2585","post_1","post_2","208","post_1","post_2","1034","post_0","post_1","2201","post_1","post_2"
"596","1327","post_0","post_2","354","post_0","post_1","3119","post_0","post_1","5895","post_0","post_2","1091","post_0","post_1","3566","post_0","post_2","1083","post_0","post_1"
"597","602","post_0","post_1","5616","post_0","post_2","792","post_0","post_1","6006","post_0","post_2","143","post_0","post_1","679","post_0","post_1","3964","post_0","post_1"
"598","5976","post_0","post_2","506","post_0","post_2","2364","post_0","post_2","4835","post_0","post_2","6130","post_0","post_1","4816","post_1","post_2","6728","post_0","post_1"
"599","6443","post_0","post_1","1889","post_0","post_2","5540","post_1","post_2","5460","post_1","post_2","5861","post_0","post_1","5755","post_0","post_1","694","post_0","post_2"
"600","1850","post_0","post_1","2419","post_0","post_2","6213","post_0","post_2","662","post_0","post_1","5418","post_0","post_2","4474","post_0","post_2","5624","post_0","post_2"
"601","4137","post_0","post_1","3772","post_0","post_1","5024","post_1","post_2","6056","post_1","post_2","1961","post_0","post_2","5339","post_1","post_2","3143","post_0","post_1"
"602","584","post_0","post_1","354","post_0","post_2","6304","post_0","post_1","5485","post_0","post_1","5655","post_1","post_2","2713","post_1","post_2","2346","post_0","post_1"
"603","6190","post_0","post_1","5602","post_0","post_1","1221","post_0","post_2","2294","post_0","post_1","767","post_0","post_2","5749","post_0","post_1","5409","post_0","post_2"
"604","3706","post_0","post_1","6582","post_0","post_2","2740","post_1","post_2","3953","post_1","post_2","1425","post_1","post_2","3902","post_0","post_1","985","post_1","post_2"
"605","6166","post_0","post_2","2544","post_0","post_1","457","post_0","post_1","4182","post_1","post_2","4052","post_0","post_1","4819","post_0","post_1","4939","post_1","post_2"
"606","4325","post_0","post_2","5907","post_0","post_2","5390","post_0","post_1","2288","post_0","post_1","4614","post_0","post_1","56","post_0","post_2","2378","post_1","post_2"
"607","2689","post_0","post_1","6171","post_1","post_2","501","post_0","post_2","981","post_0","post_1","302","post_0","post_1","5973","post_0","post_1","542","post_0","post_2"
"608","1174","post_1","post_2","2998","post_0","post_1","1627","post_0","post_1","5166","post_0","post_2","6685","post_1","post_2","5817","post_0","post_1","4230","post_1","post_2"
"609","9","post_0","post_2","4619","post_0","post_1","2175","post_0","post_2","3257","post_0","post_2","2647","post_0","post_2","5725","post_1","post_2","3990","post_0","post_2"
"610","5592","post_0","post_2","3836","post_0","post_2","5396","post_1","post_2","6386","post_1","post_2","5105","post_0","post_2","3639","post_0","post_1","3097","post_0","post_2"
"611","3780","post_0","post_1","6476","post_0","post_2","1371","post_0","post_2","5156","post_1","post_2","2165","post_0","post_2","2004","post_0","post_1","6607","post_0","post_1"
"612","4518","post_0","post_1","6721","post_1","post_2","2645","post_0","post_2","3236","post_0","post_1","1414","post_0","post_1","5557","post_0","post_2","2700","post_1","post_2"
"613","4238","post_0","post_2","3256","post_1","post_2","4894","post_0","post_2","6349","post_0","post_1","4610","post_0","post_2","6042","post_0","post_1","2838","post_0","post_2"
"614","95","post_0","post_2","3109","post_0","post_1","6528","post_0","post_1","49","post_0","post_1","3469","post_0","post_1","3395","post_0","post_1","6420","post_1","post_2"
"615","2962","post_0","post_1","1628","post_1","post_2","3335","post_0","post_2","1382","post_0","post_2","3811","post_0","post_1","793","post_0","post_1","4316","post_0","post_2"
"616","2279","post_0","post_2","3311","post_0","post_1","4477","post_0","post_2","4070","post_0","post_2","5182","post_0","post_1","2925","post_0","post_2","154","post_0","post_1"
"617","2530","post_1","post_2","4301","post_0","post_2","137","post_0","post_2","6495","post_0","post_2","2847","post_0","post_2","5882","post_0","post_1","375","post_0","post_2"
"618","2704","post_0","post_1","6331","post_1","post_2","4953","post_0","post_1","5502","post_0","post_2","4915","post_0","post_1","6433","post_1","post_2","5306","post_0","post_2"
"619","3744","post_0","post_1","6681","post_1","post_2","5211","post_0","post_1","3970","post_0","post_1","6632","post_0","post_2","2099","post_1","post_2","2138","post_1","post_2"
"620","3325","post_0","post_1","5012","post_1","post_2","3781","post_0","post_1","2640","post_0","post_1","835","post_0","post_1","4903","post_0","post_2","4012","post_1","post_2"
"621","2747","post_0","post_2","1989","post_1","post_2","2637","post_0","post_1","2845","post_1","post_2","192","post_0","post_1","4648","post_1","post_2","5849","post_0","post_1"
"622","547","post_0","post_2","5532","post_1","post_2","6532","post_1","post_2","1194","post_0","post_2","2781","post_0","post_2","2143","post_0","post_2","4559","post_0","post_1"
"623","3329","post_1","post_2","382","post_0","post_1","4174","post_1","post_2","1317","post_0","post_2","5283","post_0","post_1","4793","post_1","post_2","177","post_0","post_2"
"624","4264","post_0","post_1","5357","post_0","post_2","1132","post_0","post_1","6371","post_1","post_2","5560","post_1","post_2","312","post_0","post_2","2772","post_0","post_1"
"625","2572","post_1","post_2","1943","post_0","post_2","615","post_0","post_1","6488","post_0","post_1","4208","post_1","post_2","381","post_0","post_1","2399","post_1","post_2"
"626","1927","post_1","post_2","2337","post_1","post_2","3734","post_0","post_1","4556","post_0","post_2","6361","post_1","post_2","1376","post_0","post_2","2801","post_0","post_2"
"627","4871","post_0","post_2","1966","post_1","post_2","2739","post_1","post_2","248","post_0","post_2","2822","post_0","post_1","6098","post_0","post_1","3730","post_0","post_1"
"628","5879","post_0","post_2","5128","post_1","post_2","2137","post_0","post_1","4279","post_0","post_2","5346","post_0","post_1","574","post_1","post_2","6513","post_0","post_1"
"629","1216","post_0","post_1","3342","post_1","post_2","4373","post_1","post_2","6205","post_0","post_2","3559","post_0","post_1","2122","post_1","post_2","3983","post_0","post_2"
"630","4845","post_1","post_2","2045","post_1","post_2","6174","post_0","post_1","5945","post_0","post_1","2801","post_0","post_1","3616","post_1","post_2","4333","post_0","post_2"
"631","671","post_0","post_1","2744","post_1","post_2","1226","post_1","post_2","1110","post_0","post_2","6212","post_0","post_1","4028","post_1","post_2","4925","post_0","post_2"
"632","3747","post_0","post_2","2680","post_0","post_2","1687","post_0","post_2","2175","post_1","post_2","1735","post_0","post_1","3908","post_0","post_2","2992","post_0","post_1"
"633","2626","post_1","post_2","1813","post_0","post_1","260","post_0","post_1","5039","post_0","post_1","2227","post_0","post_2","3797","post_1","post_2","4807","post_1","post_2"
"634","4806","post_0","post_1","2273","post_0","post_2","3919","post_1","post_2","3904","post_0","post_1","4390","post_1","post_2","2400","post_0","post_1","5393","post_0","post_2"
"635","5711","post_0","post_2","5108","post_0","post_2","4214","post_0","post_2","2731","post_0","post_2","2440","post_0","post_1","5279","post_0","post_1","1297","post_0","post_2"
"636","973","post_0","post_1","4498","post_0","post_2","6539","post_0","post_1","4771","post_0","post_2","5155","post_0","post_1","1351","post_1","post_2","2398","post_0","post_1"
"637","5760","post_0","post_2","2184","post_1","post_2","5884","post_0","post_1","3401","post_0","post_2","5067","post_0","post_2","3995","post_0","post_2","4811","post_0","post_2"
"638","1157","post_0","post_1","6408","post_0","post_1","6178","post_0","post_2","3122","post_1","post_2","4630","post_0","post_2","4359","post_1","post_2","6633","post_0","post_1"
"639","4884","post_0","post_1","4429","post_1","post_2","6734","post_0","post_2","3849","post_0","post_1","3670","post_1","post_2","4558","post_0","post_1","1060","post_0","post_2"
"640","4326","post_0","post_1","5590","post_0","post_2","5619","post_0","post_2","2413","post_0","post_1","849","post_0","post_2","6196","post_1","post_2","2434","post_0","post_1"
"641","1328","post_0","post_1","230","post_0","post_1","2170","post_1","post_2","6493","post_0","post_2","3606","post_0","post_2","4128","post_0","post_2","3183","post_0","post_2"
"642","206","post_0","post_2","4468","post_0","post_1","6144","post_0","post_2","1653","post_0","post_1","5138","post_0","post_2","980","post_0","post_2","693","post_1","post_2"
"643","3660","post_0","post_2","3381","post_0","post_1","5619","post_0","post_1","880","post_1","post_2","1616","post_0","post_1","3785","post_1","post_2","1459","post_0","post_2"
"644","2416","post_0","post_1","38","post_0","post_2","1975","post_0","post_2","491","post_1","post_2","6259","post_0","post_1","1832","post_0","post_1","1320","post_0","post_2"
"645","4418","post_0","post_1","4184","post_0","post_2","4731","post_1","post_2","939","post_0","post_2","4094","post_0","post_2","6747","post_1","post_2","6405","post_0","post_2"
"646","2955","post_0","post_2","4466","post_0","post_1","2756","post_0","post_1","517","post_0","post_2","3982","post_0","post_2","599","post_0","post_1","4840","post_0","post_2"
"647","5719","post_0","post_2","2015","post_0","post_1","6720","post_0","post_2","6329","post_0","post_1","2272","post_0","post_2","5586","post_0","post_1","182","post_0","post_2"
"648","234","post_0","post_2","1867","post_0","post_1","2066","post_0","post_2","2843","post_1","post_2","2933","post_0","post_2","4926","post_0","post_2","4859","post_1","post_2"
"649","5132","post_0","post_1","867","post_0","post_1","881","post_1","post_2","4462","post_0","post_1","5974","post_0","post_2","6116","post_0","post_1","5718","post_1","post_2"
"650","757","post_0","post_2","3249","post_0","post_2","4130","post_0","post_2","2273","post_1","post_2","4274","post_0","post_2","4390","post_0","post_1","3619","post_0","post_2"
"651","3100","post_0","post_2","3263","post_0","post_1","5371","post_0","post_2","648","post_0","post_2","5473","post_0","post_1","1448","post_0","post_2","4288","post_0","post_1"
"652","5361","post_0","post_2","1215","post_0","post_2","1585","post_0","post_2","4990","post_0","post_1","3795","post_1","post_2","1737","post_1","post_2","4904","post_0","post_1"
"653","3129","post_0","post_2","5839","post_1","post_2","2362","post_0","post_1","3541","post_0","post_2","524","post_0","post_2","3776","post_0","post_2","4155","post_1","post_2"
"654","4777","post_0","post_2","4292","post_0","post_1","4206","post_1","post_2","783","post_0","post_2","2610","post_1","post_2","774","post_0","post_1","5174","post_0","post_2"
"655","822","post_0","post_1","1705","post_0","post_1","1660","post_0","post_2","3221","post_1","post_2","6702","post_0","post_2","6193","post_0","post_2","474","post_0","post_2"
"656","2388","post_0","post_2","5540","post_0","post_1","773","post_0","post_1","4070","post_1","post_2","3791","post_0","post_2","1531","post_0","post_1","5664","post_0","post_1"
"657","2186","post_0","post_1","5464","post_0","post_1","6497","post_0","post_1","5376","post_0","post_1","6372","post_0","post_1","828","post_0","post_1","4702","post_1","post_2"
"658","4210","post_1","post_2","2087","post_0","post_1","2997","post_0","post_2","773","post_0","post_2","2500","post_1","post_2","2847","post_1","post_2","4700","post_0","post_2"
"659","6466","post_0","post_1","3383","post_0","post_2","3549","post_0","post_1","5895","post_1","post_2","4895","post_1","post_2","3561","post_0","post_2","301","post_0","post_2"
"660","812","post_1","post_2","964","post_0","post_1","3080","post_0","post_2","938","post_1","post_2","1535","post_0","post_2","338","post_0","post_1","3765","post_0","post_2"
"661","3136","post_1","post_2","3157","post_1","post_2","5401","post_1","post_2","1090","post_0","post_2","2437","post_0","post_2","4967","post_0","post_2","6538","post_0","post_2"
"662","1634","post_1","post_2","5166","post_1","post_2","2625","post_1","post_2","2217","post_0","post_1","2483","post_0","post_1","3616","post_0","post_2","3571","post_0","post_2"
"663","2057","post_0","post_2","2329","post_0","post_2","3504","post_1","post_2","5561","post_0","post_2","4290","post_1","post_2","375","post_0","post_1","224","post_0","post_1"
"664","1485","post_1","post_2","6289","post_0","post_1","6724","post_0","post_2","5328","post_0","post_1","321","post_0","post_1","4038","post_0","post_1","4687","post_0","post_1"
"665","2096","post_1","post_2","4379","post_0","post_1","1700","post_0","post_1","5342","post_1","post_2","5571","post_0","post_1","4858","post_0","post_1","4905","post_0","post_2"
"666","3176","post_0","post_2","3403","post_0","post_2","2068","post_1","post_2","4637","post_0","post_1","4706","post_0","post_1","3152","post_0","post_2","6339","post_0","post_1"
"667","6482","post_0","post_2","6219","post_1","post_2","1598","post_0","post_1","4528","post_0","post_2","279","post_1","post_2","5392","post_0","post_1","26","post_1","post_2"
"668","6468","post_0","post_1","4598","post_1","post_2","794","post_0","post_2","4561","post_0","post_2","5184","post_0","post_1","2788","post_1","post_2","143","post_1","post_2"
"669","2388","post_0","post_1","611","post_0","post_1","3856","post_0","post_2","6257","post_0","post_2","4097","post_0","post_1","59","post_1","post_2","5740","post_1","post_2"
"670","4883","post_0","post_1","1576","post_0","post_1","4874","post_0","post_1","1159","post_1","post_2","3206","post_0","post_1","5855","post_0","post_2","714","post_0","post_2"
